code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,day_price
004570,,,6.4,5,EXTENSION ELECTRICA-ESTANDAR,,,2,0.133333,,,Unidades,0.17,1.37
007981,,,6.4,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.066667,,,Unidades,0.33,2.6
004731,,,6.4,5,MANDARRIA 2KG,,,1,0.066667,,,Unidades,0.03,0.25
002575,,,6.4,4,PLANIFICADOR,,,0.13,0.008667,,,Dias,2.4963,19.97
003014,,,6.4,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.016667,,,Dias,2.4963,19.97
000767,,,6.4,4,CAPATAZ,,,0.5,0.033333,,,Dias,2.2075,17.66
000126,,,6.4,4,ALBAÑIL REFRACTARIO,,,1,0.066667,,,Dias,1.6425,13.14
000307,,,6.4,4,AYUDANTE,,,2,0.133333,,,Dias,1.1913,9.53
001817,,,6.4,5,ILUMINACION 400W UNIVERSAL,,,2,0.133333,,,Unidades,0.13,1
004737,,,6.4,5,CINCEL,,,2,0.133333,,,Unidades,0.02,0.12
011984,,,6.4,5,MARTILLO DE GOMA,,,1,0.066667,,,Unidades,0.02,0.15
6.5,A,,,2,Demolición de Cemento refractario,,,,1,0.75,8,M3,,
004675,,,6.5,5,TALADRO ROTOMARTILLO-ROTOMARTILLO,,,1,10.666667,,,Unidades,3.91,31.25
004570,,,6.5,5,EXTENSION ELECTRICA-ESTANDAR,,,1,10.666667,,,Unidades,0.17,1.37
004737,,,6.5,5,CINCEL,,,1,10.666667,,,Unidades,0.02,0.12
002575,,,6.5,4,PLANIFICADOR,,,0.13,1.386667,,,Dias,2.4963,19.97
003014,,,6.5,4,SUPERVISOR DE SEGURIDAD,,,0.25,2.666667,,,Dias,2.4963,19.97
000767,,,6.5,4,CAPATAZ,,,0.5,5.333333,,,Dias,2.2075,17.66
000126,,,6.5,4,ALBAÑIL REFRACTARIO,,,1,10.666667,,,Dias,1.6425,13.14
000307,,,6.5,4,AYUDANTE,,,2,21.333333,,,Dias,1.1913,9.53
